name1,name2,street1,street2,city,state,zip,phone,intake1,intake2,intake1a,intake2a,service_code_info
Hope Village Recovery Center Windham,,9005 Wilvern Drive,"Suites 313,314, and 317",Windham,Ohio,44288,330-850-5141,,,,,SA MH SUMH * OP * CBT CFT GT IDD IPT TELE * PVTP * CLF MC MD PI SF * TRMA PTSD * PEER * ADLT SNR YAD * AH * VAPP * CM SPS
Southeast Healthcare,,37990 Airport Road,,Woodsfield,Ohio,43793,740-472-0753,,,,,SA MH SUMH * OP * OMH * CHLOR FLUPH HALOP LOXAP ARIPI CLOZA ILOPE LURAS OLANZ PALIP QUETI RISPE ANTPYCH * CBT CFT IPT * PVTN * MHC * MC MD PI SF * PA SS * SE GL VET ADM MF CJ CO HV TRMA PED PTSD SMI * STU * TCC * ADLT CHLD SNR YAD * AH * VPPD * LAD CM
Tri County Help Center Inc,,117 North Main Street,,Woodsfield,Ohio,43793,740-472-0255,,,,,MH SUMH * OP * OMH * CBT CFT DBT GT IPT TELE * WI * PVTN * CLF CMHG CSBG FG MC MD MI OSF PI PCF SF SI SMHA SWFS * SS * GL CJ DV TRMA PTSD * ADLT CHLD SNR YAD * AH * VPPD * COOT FPSY LAD PRS CM SPS
Anazao Community Partners,,2587 Back Orrville Road,,Wooster,Ohio,44691,330-264-9597,,800-721-9472,,,SA MH SUMH * OP * OMH * CBT CFT DBT EMDR GT IDD IPT TELE * PVTN * CLF CMHG CSBG MC MD MI OSF PI SCJJ SEF SF SI SMHA SWFS * PA SS * TAY SE GL CJ CO DV TRMA PTSD SED SMI * STU * HS PEER * TCC * SMON * ADLT CHLD SNR YAD * AH * VAPN * CDM COOT FPSY ICM IMR CM SPS ES
Christian Childrens Home of Ohio,,2685 Armstrong Road,P.O. Box 765,Wooster,Ohio,44691,330-345-7949,,,,,MH * OP PHDT RES * MSMH * AT CBT CFT GT IPT TELE * PVTN * CLF CMHG CSBG ITU MC MD OSF PI SCJJ SF SI SMHA SWFS * SS * TRMA SED * SMON * ADLT CHLD SNR YAD * VAPN * COOT FPSY PRS TPC CM
Counseling Center of,Wayne and Holmes Counties,2285 Benden Drive,,Wooster,Ohio,44691,330-264-9029,,,,,MH SUMH * OP * CMHC * ARIPI ASENA LURAS PALIP NSC ANTPYCH * CBT CFT DBT EMDR GT IDD IPT TELE AIM * CIT PEOFF WI * PVTN * CLF CMHG CSBG FG MC MD MI PI SF SI SMHA * PA SS * TAY SE VET CO SED SMI * STU * HS PEER * TCC * ADLT CHLD SNR YAD * AH * VPPD * COOT FPSY PRS SEMP SH VRS CM SPS
OneEighty,,104 Spink Street,,Wooster,Ohio,44691,330-264-8498,,,,,SA MH SUMH * OP * OMH * AT CBT CFT DBT GT IPT TELE * PVTN * CLF FG MC MD MI PI SCJJ SF SMHA SWFS * PA SS * TRMA * STU * HS PEER * TCC * ADLT CHLD SNR YAD * AH * VPPD * FPSY SH CM IPC ES
OneEighty,,128 East Milltown Road,Suite 105,Wooster,Ohio,44691,330-264-8498,,,,,SA MH SUMH * OP * OMH * AT CBT CFT DBT IPT TELE * PVTN * CLF FG MC MD MI PI SCJJ SF SMHA SWFS * PA SS * STU * SMON * ADLT CHLD SNR YAD * AH * VAPN * FPSY CM ES
TCN Behavioral Health Services Inc,,452 West Market Street,,Xenia,Ohio,45385,937-376-8700,,,,,SA MH SUMH * OP * CMHC * ANTPYCH * CBT CFT DBT EMDR GT IDD IPT TELE * CIT PEON PEOFF WI * PVTN * CLF MD MI PI SF SI SMHA SWFS VAF * SS * TAY CJ CO TRMA PEFP PTSD SMI * STU * ADLT SNR YAD * VPPD * ACT COOT FPSY ICM SEMP SH VRS CM IPC SPS
Allied Behavioral Health,,253 South Canfield Niles,,Youngstown,Ohio,44515,330-797-8800,,,,,SA MH * OP * OMH * CBT CFT DBT GT IDD IPT TELE * PVTP * MHC * MC MI PI SF SI * TAY SE GL VET ADM MF CJ CO HV DV TRMA TBI ALZ PED PEFP PTSD SED SMI * ADLT CHLD SNR YAD * VPPD * COOT
Alta Care Group,,8255 South Avenue,,Youngstown,Ohio,44512,330-793-2487,,,,,SA MH SUMH * OP * OMH * ANTPYCH * CBT CFT DBT EMDR GT IDD IPT TELE * CIT PEON * PVTN * CLF CMHG MD MI PI SF SMHA * TAY GL MF CJ CO HV DV TRMA PEFP PTSD SED SMI * STU * PEER * CHLD YAD * AH SP * VPPD * COOT FPSY PRS CM SPS ES
Alta Care Group,Austintown,142 Javit Court,,Youngstown,Ohio,44515,330-793-2487,,,,,SA MH SUMH * OP * OMH * ANTPYCH * CBT CFT DBT EMDR GT IDD IPT TELE * CIT PEON * PVTN * CLF CMHG MD MI PI SF SMHA * TAY GL MF CJ CO HV DV TRMA PEFP PTSD SED SMI * STU * PEER * CHLD YAD * AH SP * VPPD * COOT FPSY PRS CM SPS ES
Alta Care Group,Youngstown,711 Belmont Avenue,,Youngstown,Ohio,44502,330-793-2487,,,,,SA MH SUMH * OP PHDT * OMH * ANTPYCH * AT CBT CFT DBT EMDR GT IDD IPT TELE * CIT PEON WI * PVTN * CLF CMHG MD MI PI SF SMHA * TAY GL MF CJ CO HV DV TRMA PEFP PTSD SED SMI * STU * PEER * CHLD YAD * AH SP * VPPD * COOT FPSY PRS CM SPS ES
Belmont Pines Hospital,,615 Churchill Hubbard Road,,Youngstown,Ohio,44505,330-759-2700,,800-423-5666,,,MH SUMH * HI OP PHDT RES * PSY * CHLOR HALOP ARIPI CLOZA LURAS OLANZ QUETI RISPE ZIPRA NRT NSC ANTPYCH * AT CBT CFT GT IPT TELE AIM * CIT PEON WI * PVTP * CLF MD MI OSF PI SCJJ SEF SF SI SMHA SWFS VAF * SED * STU * MST LABT * TCC * SMON * CHLD * AH * VAPN * FPSY PRS CM SPS
Cadence Care Network,,4822 Market Street,Suite 100,Youngstown,Ohio,44512,330-544-8005,,,,,MH SUMH * OP * CMHC * CBT IPT TELE * PVTN * CLF MD PI SF SMHA SWFS * SS * TAY CO TRMA PTSD SED * ADLT CHLD SNR YAD * VPPD * COOT CM
Camp Challenge,,939 Wilkinson Avenue,,Youngstown,Ohio,44509,330-793-2487 x214,330-793-2487,,,,MH SUMH * OP PHDT * OMH * ANTPYCH * AT CBT GT IPT * PVTN * CLF CMHG MD MI PI SF SMHA * TAY GL MF CO TRMA PTSD SED SMI * PEER * CHLD YAD * AH * VPPD * FPSY PRS CM SPS ES
Churchill Counseling Services,,4531 Belmont Avenue,Suite 8,Youngstown,Ohio,44505,330-759-3040,,,,,MH SUMH * OP * OMH * CBT CFT DBT EMDR IPT TELE * PVTP * MHC * MC MD MI PI SF * ADLT CHLD SNR YAD * VPPD * COOT FPSY
Compass Family and Community Services,Broadway CSU,284 Broadway Avenue,,Youngstown,Ohio,44504,330-743-5309,,,,,MH SUMH * RES * RTCA * CHLOR FLUPH HALOP PERPH ARIPI ASENA BREXP CARIP CLOZA ILOPE LURAS OLANZ PALIP QUETI RISPE ZIPRA ANTPYCH * CBT DBT GT IDD IPT * CIT * PVTN * MST LABT * ADLT SNR YAD * AH * VAPP
Compass Family and Community Services,Horizon House,7690 South Avenue,,Youngstown,Ohio,44512,330-758-0889,,,,,MH SUMH * RES * RTCA * CHLOR FLUPH HALOP PERPH ARIPI ASENA BREXP CARIP CLOZA ILOPE LURAS OLANZ PALIP QUETI RISPE ZIPRA ANTPYCH * CBT DBT GT IDD IPT * CIT * PVTN * MST LABT * SMOP * ADLT SNR YAD * AH * VAPP
COMPASS Family and Community Services,Doris Burdman Home,278 Broadway Avenue,,Youngstown,Ohio,44504,330-743-9275,,,,,MH SUMH * RES * RTCA * CHLOR FLUPH HALOP PERPH ARIPI ASENA BREXP CARIP CLOZA ILOPE LURAS OLANZ PALIP QUETI RISPE ZIPRA ANTPYCH * CBT DBT GT IDD IPT * PVTN * CLF MC MD PI SF SMHA * CO SMI * MST LABT * HS PEER * ADLT YAD * AH * VAPP * ACT COOT DEC FPSY SH CM
COMPASS Family and Community Servs,,535 Marmion Avenue,,Youngstown,Ohio,44502,330-782-5664,,,,,SA MH SUMH * OP * CMHC * CHLOR FLUPH HALOP PERPH ARIPI ASENA BREXP CARIP CLOZA ILOPE LURAS OLANZ PALIP QUETI RISPE ZIPRA ANTPYCH * AT CBT CFT DBT GT IDD IPT TELE * CIT WI * PVTN * CLF CMHG CSBG MC MD MI OSF PI SCJJ SF SI SMHA SWFS * PA SS * TAY SE GL VET ADM MF CJ CO HV TRMA TBI ALZ PED PTSD SED SMI * MST LABT * HS * ADLT CHLD SNR YAD * AH SP * VAPP * ACT COOT FPSY LAD PRS SEMP VRS CM ES
Comprehensive Behav Hlth Assoc Inc,,104 Javit Court,,Youngstown,Ohio,44515,330-797-4050,,330-385-8800,,,MH SUMH * OP * OMH * ANTPYCH * CBT CFT DBT GT IDD IPT * PVTP * MHC * MC MD MI PI SF * SS * SMI * ADLT CHLD SNR YAD * AH * VPPD * CM
Comprehensive Behavioral Health,,5385 Market Street,,Youngstown,Ohio,44512,330-797-4050,,,,,MH SUMH * OP * OMH * ANTPYCH * CBT CFT GT IDD IPT * PVTP * MHC * MC MD MI PI SF * SS * SMI * ADLT CHLD SNR YAD * AH * VPPD * CM
Comprehensive Psychiatry Group Inc,,955 Windham Court,Suite 2,Youngstown,Ohio,44512,330-726-9570,,,,,MH * OP * CMHC * AT CBT CFT DBT GT IPT TELE * PVTP * MHC * MC MD MI PI SF SI * TAY SE GL VET ADM MF CJ CO TRMA PED PTSD SED * STU * ADLT CHLD SNR YAD * FX * F4 F31 F36 * VPPD * FPSY CM SPS
Louis Stokes VA Medical Center,Youngstown CBOC,1815 Belmont Avenue,,Youngstown,Ohio,44505,330-740-9200 x1502,330-740-9200,,,,SA MH SUMH * OP * VAHC * NRT NSC ANTPYCH * AT CBT CFT DBT GT IDD IPT TELE * CIT PEON WI * FED VAMC * MC MD MI SF SI VAF * VET PTSD * STU * HS PEER * TCC * SMON * ADLT SNR YAD * VAPN * ACT CDM COOT DEC FPSY ICM IMR LAD PRS SEMP SH VRS CM IPC SPS ES
National Youth Advocate Program Inc,,5423 Mahoning Avenue,Suite H,Youngstown,Ohio,44515,330-633-4187,,,,,SA MH SUMH * OP * CMHC * CBT CFT GT IDD IPT TELE * PVTN * MHC * CLF MC MD PI SF SI SMHA SWFS * TAY GL CO TRMA PTSD SED * STU * ADLT CHLD SNR YAD * AH * VPPD * FPSY ICM PRS TPC CM
PsyCare,,136 Westchester Drive,Suite 5,Youngstown,Ohio,44515,330-270-1400,330-270-1400 x0,,,,MH * OP * OMH * ARIPI ASENA BREXP CARIP ILOPE LURAS OLANZ PALIP QUETI RISPE ZIPRA NSC ANTPYCH * AT CBT CFT DBT IDD IPT TELE * PVTP * MHC * MC MD MI PI SCJJ SF SI SMHA SWFS * TAY SE GL VET ADM MF CO TRMA ALZ PED PTSD SED SMI * STU * TCC * SMOP * ADLT CHLD SNR YAD * VAPP * DEC FPSY ICM CM SPS ES
PsyCare ,,2980 Belmont Avenue,,Youngstown,Ohio,44505,330-759-2310,,,,,SA MH SUMH * OP * OMH * HALOP ARIPI ASENA BREXP ILOPE LURAS OLANZ PALIP QUETI RISPE ZIPRA NRT NSC ANTPYCH * AT CBT CFT GT IDD IPT TELE AIM * PVTP * MHC * MC MD MI PI SF * STU * TCC * ADLT CHLD SNR YAD * AH * VPPD * COOT DEC FPSY ICM IMR PRS CM SPS
Serenity Center of Youngstown,,3657 Mahoning Avenue,,Youngstown,Ohio,44515,330-965-9999,,,,,SA MH SUMH * OP * OMH * CHLOR FLUPH HALOP LOXAP PERPH PIMOZ ARIPI ASENA BREXP CARIP CLOZA ILOPE LURAS OLANZ OLANZF PALIP QUETI RISPE ZIPRA NRT NSC ANTPYCH * CBT CFT DBT IDD IPT TELE AIM * PVTP * MC PI SF * STU * ADLT CHLD SNR YAD * AH * VPPD * FPSY CM SPS
Travco Behavioral Health Center Inc,,8261 Market Street,Suite A,Youngstown,Ohio,44512,330-286-0050,,,,,SA MH * OP * OMH * CBT CFT DBT GT IPT TELE * PVTP * MHC * CLF MC MD PI SF SI * TAY CO PTSD SED SMI * ADLT CHLD SNR YAD * VPPD * COOT CM
Valley Counseling Services,Southeastern Office,4970 Belmont Avenue,,Youngstown,Ohio,44505,330-759-8237,330-759-8237 x0,,,,SA MH SUMH * OP * CBHC * CHLOR DROPE FLUPH HALOP LOXAP PERPH PIMOZ PROCH THIOT THIOR TRIFL ARIPI ASENA BREXP CARIP CLOZA ILOPE LURAS OLANZ OLANZF PALIP QUETI RISPE ZIPRA ANTPYCH * CBT CFT DBT EMDR GT IDD IPT TELE * CIT WI * PVTN * CLF MC MD PI SF * SS * SMI * SMON * ADLT CHLD SNR YAD * AH * VAPN * COOT FPSY CM SPS
Allwell Behavioral Health Services,,2845 Bell Street,,Zanesville,Ohio,43701,740-454-9766,,855-231-0502,,,SA MH SUMH * OP PHDT * CMHC * CHLOR FLUPH HALOP LOXAP PERPH THIOT TRIFL ARIPI CARIP CLOZA ILOPE OLANZ OLANZF PALIP QUETI RISPE ZIPRA NRT NSC ANTPYCH * CBT CFT DBT GT IDD IPT TELE * CIT PEON WI * PVTN * CLF CMHG CSBG MC MD MI OSF PI SCJJ SEF SF SI SMHA SWFS VAF * SS * TAY SE GL VET ADM MF CJ CO HV DV TRMA TBI ALZ PED PEFP PTSD SED SMI * STU * HS PEER * TCC * SMON * ADLT CHLD SNR YAD * AH * VAPN * COOT DEC FPSY IMR PRS SEMP SH VRS CM IPC SPS
Allwell Behavioral Health Services,Crisis Stabilization Center,3405 Dillon Acres Drive,,Zanesville,Ohio,43701,740-455-4132,,,,,SA MH SUMH * RES * RTCA * FLUPH HALOP LOXAP PERPH ARIPI CLOZA OLANZ OLANZF PALIP QUETI RISPE ZIPRA NRT ANTPYCH * AT CBT DBT GT IPT TELE AIM * CIT PEON PEOFF * PVTN * CLF CMHG SF SMHA * TAY GL VET CJ CO TRMA PTSD SMI * HS PEER * TCC * ADLT SNR YAD * AH * VPPD * IMR CM SPS ES
Genesis Healthcare System,,2951 Maple Avenue,,Zanesville,Ohio,43701,740-454-4778,740-454-5927,,,,SA MH SUMH * HI OP PHDT * MSMH * CHLOR HALOP PERPH ARIPI ASENA BREXP CARIP CLOZA LURAS OLANZ OLANZF PALIP QUETI RISPE ZIPRA NRT NSC ANTPYCH * AT GT TELE * PEON WI * PVTN * MC MD MI PI SF SI VAF * TAY SE CO SMI * STU * MST LABT * PEER * TCC * SMON * ADLT CHLD SNR YAD * AH * VAPN * COOT IMR CM SPS
National Youth Advocate Program Inc,,14 North 5th Street,,Zanesville,Ohio,43701,740-755-4730,,,,,SA MH SUMH * OP * CMHC * CBT CFT GT IDD IPT TELE * PVTN * MHC * CLF MC MD PI SF SI SMHA SWFS * TAY CO TRMA PTSD SED SMI * STU * ADLT CHLD SNR YAD * AH * VPPD * FPSY ICM PRS TPC CM
Carl Albert CMHC,PACT Team,1308 Cradduck Road,,Ada,Oklahoma,74820,580-332-3699,,,,,SA MH SUMH * OP * CMHC * CHLOR FLUPH HALOP PERPH THIOT THIOR TRIFL ARIPI ASENA BREXP CARIP CLOZA ILOPE LURAS OLANZ OLANZF PALIP QUETI RISPE ZIPRA NRT NSC ANTPYCH * GT IDD IPT TELE AIM * CIT PEON * STG * CMHG MC MD MI PI SF SMHA * PA SS * SMI * STU * MST LABT * PEER * TCC * SMON * ADLT CHLD SNR YAD * AH * VAPN * ACT COOT DEC FPSY IMR PRS CM IPC SPS
Unity Point Counseling and Res Ctr,,901 West 18th Street,,Ada,Oklahoma,74820,580-436-6130,,,,,SA MH SUMH * OP * OMH * CBT CFT GT IPT TELE * PVTN * MHC * CLF MD OSF SF SMHA SWFS * PA SS * TAY SE GL VET CJ CO TRMA PED PTSD * STU * HS * TCC * SMON * ADLT CHLD SNR YAD * VAPN * COOT FPSY PRS SPS
Grand Lake Mental Health Center Inc,Afton County Office,138 South Main Street,,Afton,Oklahoma,74331,918-257-4244,918-273-1841 x0,,,,SA MH SUMH * OP * CBHC * CHLOR FLUPH HALOP LOXAP PERPH PIMOZ PROCH THIOT THIOR TRIFL ARIPI ASENA BREXP CARIP CLOZA ILOPE LURAS OLANZ OLANZF PALIP QUETI RISPE ZIPRA NRT ANTPYCH * CBT CFT GT IDD IPT TELE * CIT PEON PEOFF WI * PVTN * CMHG MC MD PI SF SMHA * TAY VET ADM CJ CO TRMA PTSD SED SMI * STU * TBS MST LABT * HS PEER * TCC * SMON * ADLT CHLD SNR YAD * AH * VAPN * COOT DEC FPSY IMR PRS SEMP CM IPC SPS
Jackson County Mem Hospital,Behavioral Health,1200 East Tamarack Road,,Altus,Oklahoma,73521,580-379-6850,,,,,MH * OP * OMH * AT CBT CFT GT IPT * PVTN * MHC * CMHG CSBG MC MD MI PI SF SI SMHA SWFS VAF * TAY SE GL VET ADM MF CJ CO HV TRMA TBI ALZ PED PTSD SED SMI * ADLT CHLD SNR YAD * SP * VAPN * SPS
Jim Taliaferro CMHC,Altus Satellite,215 West Commerce Street,,Altus,Oklahoma,73522,580-480-0650,,,,,SA MH SUMH * OP * CMHC * CHLOR FLUPH HALOP PERPH TRIFL ARIPI ASENA BREXP CARIP CLOZA ILOPE LURAS OLANZ PALIP QUETI RISPE ZIPRA ANTPYCH * CBT CFT DBT GT IDD IPT TELE * CIT PEON PEOFF WI * STG * MC MD MI PI SCJJ SF SI SMHA SWFS * PA * SED * STU * MST LABT * HS PEER * TCC * SMON * ADLT CHLD SNR YAD * AH * VAPN * AOT COOT DEC FPSY PRS CM IPC SPS
Lighthouse Behavioral Wellness Centers,,2530 South Commerce Street,Building B,Ardmore,Oklahoma,73401,580-223-5636,,,,,SA MH SUMH * OP * RISPE ANTPYCH * CBT CFT GT IDD IPT TELE * CIT PEON PEOFF WI * PVTN * MC MD MI PI SF SMHA VAF * PA SS * VET CO PTSD * STU * MST LABT * HS PEER * TCC * SMON * ADLT SNR YAD * AH * VAPN * AOT COOT DEC FPSY PRS SEMP VRS CM IPC SPS ES
Dayspring Community Services,Preferred Family Healthcare,2114 SE Washington Boulevard,,Bartlesville,Oklahoma,74006,918-876-4211,,,,,SA MH SUMH * OP * OMH * CBT CFT EMDR GT IPT TELE * PVTN * MC MD PI SEF SF SI * SS * TAY SE DV TRMA PTSD SED SMI * STU * TCC * SMON * ADLT CHLD SNR YAD * SP * VAPN * CDM DEC FPSY ICM PRS CM IPC SPS
Grand Lake Mental Health Center Inc,Washington County Office,700 South Penn Avenue,,Bartlesville,Oklahoma,74003,918-337-8080,918-273-1841,,,,SA MH SUMH * OP * CBHC * CHLOR FLUPH HALOP LOXAP PERPH PIMOZ PROCH THIOT THIOR TRIFL ARIPI ASENA BREXP CARIP CLOZA ILOPE LURAS OLANZ OLANZF PALIP QUETI RISPE ZIPRA NRT ANTPYCH * CBT CFT GT IDD IPT TELE * CIT PEON PEOFF WI * PVTN * CMHG MC MD MI PI SF SI SMHA * TAY VET ADM CJ CO TRMA PTSD SED SMI * STU * TBS MST LABT * HS PEER * TCC * SMON * ADLT CHLD SNR YAD * AH * VAPN * COOT DEC FPSY IMR PRS SEMP CM IPC SPS
Positive Changes,,7908 NW 23rd Street,,Bethany,Oklahoma,73008,405-440-1006,405-607-1717 x104,,,,MH * OP PHDT * PH * AT CBT CFT DBT GT IPT TELE * CIT PEON * PVTP * MD MI PI SCJJ SF SWFS * GL MF CO TRMA PTSD SED * SMON * CHLD * VAPN * FPSY PRS SPS ES
CREOKS Behavioral Health Services,,2548 East Kenosha Street,,Broken Arrow,Oklahoma,74014,918-340-5503,,,,,SA MH SUMH * OP * CBHC * FLUPH HALOP ARIPI OLANZ OLANZF QUETI RISPE ZIPRA NRT ANTPYCH * CIT PEON PEOFF * PVTN * CMHG MD SF SI * PA SS * TAY GL VET MF CJ CO TRMA PEFP PTSD SED SMI * STU * TBS MST LABT * HS PEER * TCC * SMON * ADLT CHLD SNR YAD * AH * VAPN * CDM COOT FPSY ICM IMR PRS SEMP VRS CM SPS ES
CREOKS Behavioral Health Services,,19320 East Admiral Place,Suite B,Catoosa,Oklahoma,74015,918-349-5503,,,,,SA MH SUMH * OP * CBHC * FLUPH HALOP ARIPI OLANZ OLANZF QUETI RISPE ZIPRA NRT ANTPYCH * CIT PEON PEOFF * PVTN * CMHG MD SF SI * PA SS * TAY GL VET MF CJ CO TRMA PEFP PTSD SED SMI * STU * TBS MST LABT * HS PEER * TCC * SMON * ADLT CHLD SNR YAD * AH * VAPN * CDM COOT FPSY ICM IMR PRS SEMP VRS CM SPS ES
Checotah Health and Wellness Center,,212 West Spaulding Avenue,,Checotah,Oklahoma,74426,918-689-4734 x547,,,,,SA MH SUMH * OP * ARIPI CLOZA OLANZ OLANZF PALIP RISPE NRT NSC ANTPYCH * CBT CFT DBT GT IDD IPT TELE AIM * CIT * PVTN * FQHC * MC MD PI PCF SF SMHA * SS * STU * HIVT STDT TBS MST HBT HCT * PEER * TCC * SMON * ADLT CHLD SNR YAD * SP * VAPN * AOT CDM COOT DEC FPSY CM IPC SPS
Green Country Behav Health Servs Inc,,422 West Gentry Avenue,,Checotah,Oklahoma,74426,918-926-6100,,,,,SA MH SUMH * OP * CBHC * CHLOR FLUPH HALOP ARIPI ASENA BREXP CARIP CLOZA ILOPE LURAS OLANZ PALIP QUETI RISPE ZIPRA NRT NSC ANTPYCH * CBT CFT GT IDD IPT TELE AIM * CIT PEON PEOFF WI * PVTN * CMHG FG MC MD PCF SF SMHA SWFS * PA SS * TAY VET ADM MF CJ CO TRMA PTSD SED SMI * STU * TBS MST LABT * HS PEER * TCC * SMON * ADLT CHLD SNR YAD * AH SP * VAPN * ACT AOT CDM COOT DEC FPSY ICM PRS SEMP SH CM IPC SPS
Red Rock Behavioral Health Services,Chickasha,804 West Choctaw Avenue,,Chickasha,Oklahoma,73018,405-222-0622,405-424-7711,,,,SA MH SUMH * OP * CBHC * CBT CRT CFT DBT GT IDD IPT * CIT PEON PEOFF * PVTN * CMHG MC MD MI PI SF SMHA * STU * TBS * PEER * TCC * SMON * ADLT CHLD SNR YAD * AH * VAPN * CM
Tri City Youth and Family Center Inc,,14625 NE 23rd Street,,Choctaw,Oklahoma,73020,405-390-8131 x815,580-216-3847,,,,SA MH SUMH * OP * OMH * CBT CFT DBT GT IDD IPT TELE AIM * CIT WI * PVTN * CLF CMHG CSBG MD OSF SCJJ SEF SF SI SWFS * TAY SE GL VET ADM MF CO HV DV TRMA TBI PED PTSD SED SMI * STU * PEER * TCC * SMON * ADLT CHLD SNR YAD * AH * VAPN * COOT FPSY PRS CM SPS ES
Muscogee Creek Nation Department of,Behavioral Health Services,31870 Highway 51,,Coweta,Oklahoma,74429,918-224-9307,,,,,SA MH SUMH * OP * OMH * CBT CFT EMDR GT IPT TELE * CIT * TBG * FQHC * ITU MC MD PI * PA * STU * HIVT HCT * SMON * ADLT CHLD SNR YAD * AH * VAPN * COOT CM SPS
Dayspring Community Services,Division of Preferred Fam Healthcare,201 East Main Street,Suite C,Cushing,Oklahoma,74023,918-225-0540,,,,,SA MH SUMH * OP * OMH * CBT CFT EMDR GT IPT TELE * PVTN * MC MD PI SEF SF SI * SS * TAY SE DV TRMA PTSD SED SMI * STU * TCC * SMON * ADLT CHLD SNR YAD * SP * VAPN * CDM DEC FPSY ICM PRS CM IPC SPS
Duncan Regional Hospital Inc,,1407 North Whisenant Drive,,Duncan,Oklahoma,73533,580-252-5300,580-251-6630 x6633,,,,MH SUMH * HI OP PHDT * OMH * CHLOR FLUPH HALOP PERPH THIOT ARIPI ASENA BREXP CARIP CLOZA LURAS OLANZ PALIP QUETI RISPE ZIPRA NRT NSC ANTPYCH * AT CFT GT IPT TELE AIM * PEON WI * PVTN * FQHC * ITU MC MI PI SF SMHA VAF * SE GL VET MF CO HV DV TRMA ALZ PEFP PTSD * STU * HIVT STDT TBS MST HBT HCT LABT * TCC * SMON * SNR * AH * VAPN * AOT CDM DEC FPSY CM IPC SPS ES
Jim Taliaferro CMHC,Duncan Satellite,324 South Highway 81,,Duncan,Oklahoma,73533,580-475-0519,,,,,SA MH SUMH * OP * CMHC * CHLOR FLUPH HALOP PERPH TRIFL ARIPI ASENA BREXP CARIP CLOZA ILOPE LURAS OLANZ PALIP QUETI RISPE ZIPRA ANTPYCH * CBT CFT DBT GT IDD IPT TELE * CIT PEON PEOFF WI * STG * MC MD MI PI SCJJ SF SI SMHA SWFS * PA * SED * STU * MST LABT * HS PEER * TCC * SMON * ADLT CHLD SNR YAD * AH * VAPN * AOT COOT DEC FPSY PRS CM IPC SPS
Lighthouse Behavioral Wellness Centers,,2425 West University Boulevard,,Durant,Oklahoma,74701,580-924-7330,,,,,SA MH SUMH * OP * CBHC * HALOP THIOR ARIPI CLOZA OLANZ PALIP QUETI RISPE ANTPYCH * CBT CFT DBT EMDR GT IDD IPT TELE * CIT * PVTN * MC MD PI SF SI SMHA * PA * TAY CO PTSD SED SMI * STU * LABT * PEER * TCC * SMON * ADLT CHLD SNR YAD * AH * VAPN * FPSY PRS CM SPS
Lighthouse Behavioral Wellness Centers,Durant Clinic,2425 West University Boulevard,,Durant,Oklahoma,74701,580-924-7330,,,,,SA MH SUMH * OP * CBHC * HALOP ARIPI CLOZA OLANZ PALIP QUETI RISPE ZIPRA ANTPYCH * CBT CFT GT IDD IPT TELE * CIT PEON PEOFF WI * PVTN * MC MD PI SF SI SMHA * PA * TAY SE CO TRMA PTSD SED SMI * STU * MST LABT * PEER * TCC * SMON * ADLT CHLD SNR YAD * AH * VAPN * COOT FPSY IMR PRS CM IPC SPS
Southeastern OK Family Services,Durant Clinic,324 North Washington Avenue,,Durant,Oklahoma,74701,580-931-3008,,,,,MH SUMH * OP * OMH * CBT CFT DBT GT IPT TELE * PEOFF WI * PVTN * FQHC MHC * CMHG CSBG MC MD SF SI * PA * TAY SE SMI * STU * PEER * TCC * ADLT CHLD SNR YAD * SP * VAPN * COOT DEC FPSY ICM PRS CM IPC SPS ES
Hearts of Hope,,400 South Broadway,Suite 6,Edmond,Oklahoma,73034,405-763-8063,,,,,SA MH SUMH * OP * OMH * AT CBT CFT DBT GT IDD IPT TELE * CIT PEOFF WI * PVTP * MHC * MD PI SCJJ SF SI SMHA SWFS * PA SS * TAY CO * STU * HS PEER * TCC * ADLT CHLD SNR YAD * SP * VPPD * COOT DEC FPSY LAD PRS CM SPS ES
Positive Changes,,15500 Jeffersons Garden Court,,Edmond,Oklahoma,73013,405-330-8200,405-607-1717 x104,,,,MH * OP PHDT * PH * AT CBT CFT DBT GT IPT TELE * CIT * PVTP * MD MI PI SCJJ SF SWFS * GL MF CO TRMA PTSD SED * SMON * CHLD * VAPN * FPSY PRS ES
Serenity in Solutions LLC,,1017 South Bryant Avenue,Suite 1,Edmond,Oklahoma,73034,405-538-6407,,,,,SA MH SUMH * OP * OMH * CBT CFT DBT EMDR GT IDD IPT TELE AIM * PVTP * FQHC MHC * MD MI PI SF SI VAF * SS * TAY SE GL VET ADM MF CJ CO HV DV TRMA TBI PEFP PTSD SED SMI * STU * PEER * TCC * ADLT CHLD SNR YAD * VPPD * CDM COOT FPSY ICM IMR LAD PRS CM IPC SPS ES
Great Plains Regional Medical Center,,1801 West 3rd Street,,Elk City,Oklahoma,73644,580-303-5855,,,,,MH SUMH * HI * IPSY * HALOP PROCH ARIPI CLOZA LURAS OLANZ PALIP QUETI RISPE ZIPRA NRT NSC ANTPYCH * AT CBT CFT GT IPT TELE AIM * PVTN * ITU MC MD MI PI SF SI VAF * SE GL VET CO DV TRMA ALZ PED PEFP PTSD SMI * STU * TCC * SMON * ADLT SNR * AH * VAPN * DEC FPSY CM SPS ES
