,Indicator,Group,State,Subgroup,Phase,Time Period,Time Period Label,Time Period Start Date,Time Period End Date,Value,LowCI,HighCI,Confidence Interval,Quartile Range,Suppression Flag
5330,"Received Counseling or Therapy, Last 4 Weeks",By State,South Carolina,South Carolina,3.1,30,"May 12 - May 24, 2021",2021-05-24,2021-05-24,6.4,4.4,9.1,4.4 - 9.1,5.2-8.1,
5331,"Received Counseling or Therapy, Last 4 Weeks",By State,South Carolina,South Carolina,3.1,31,"May 26 - Jun 7, 2021",2021-06-07,2021-06-07,9.6,6.5,13.5,6.5 - 13.5,8.7-10.3,
5332,"Received Counseling or Therapy, Last 4 Weeks",By State,South Carolina,South Carolina,3.1,32,"Jun 9 - Jun 21, 2021",2021-06-21,2021-06-21,7.5,4.6,11.4,4.6 - 11.4,4.8-8.6,
5333,"Received Counseling or Therapy, Last 4 Weeks",By State,South Carolina,South Carolina,3.1,33,"Jun 23 - Jul 5, 2021",2021-07-05,2021-07-05,9.1,5.5,13.9,5.5 - 13.9,9.1-10.3,
5334,"Received Counseling or Therapy, Last 4 Weeks",By State,South Carolina,South Carolina,3.2,34,"Jul 21 - Aug 2, 2021",2021-08-02,2021-08-02,8.0,5.8,10.8,5.8 - 10.8,5.9-9.0,
5335,"Received Counseling or Therapy, Last 4 Weeks",By State,South Carolina,South Carolina,3.2,35,"Aug 4 - Aug 16, 2021",2021-08-16,2021-08-16,10.0,7.7,12.7,7.7 - 12.7,8.6-10.0,
5336,"Received Counseling or Therapy, Last 4 Weeks",By State,South Carolina,South Carolina,3.2,36,"Aug 18 - Aug 30, 2021",2021-08-30,2021-08-30,7.8,5.7,10.4,5.7 - 10.4,6.9-8.9,
5337,"Received Counseling or Therapy, Last 4 Weeks",By State,South Carolina,South Carolina,3.2,37,"Sep 1 - Sep 13, 2021",2021-09-13,2021-09-13,10.4,8.1,13.1,8.1 - 13.1,8.9-10.5,
5338,"Received Counseling or Therapy, Last 4 Weeks",By State,South Carolina,South Carolina,3.2,38,"Sep 15 - Sep 27, 2021",2021-09-27,2021-09-27,8.3,5.5,11.9,5.5 - 11.9,<=8.7,
5339,"Received Counseling or Therapy, Last 4 Weeks",By State,South Carolina,South Carolina,3.2,39,"Sep 29 - Oct 11, 2021",2021-10-11,2021-10-11,8.3,6.1,10.9,6.1 - 10.9,5.6-8.6,
5340,"Received Counseling or Therapy, Last 4 Weeks",By State,South Carolina,South Carolina,3.3,40,"Dec 1 - Dec 13, 2021",2021-12-13,2021-12-13,9.0,6.9,11.3,6.9 - 11.3,8.8-10.3,
5341,"Received Counseling or Therapy, Last 4 Weeks",By State,South Carolina,South Carolina,3.3,41,"Dec 29, 2021 - Jan 10, 2022",2022-01-10,2022-01-10,7.6,5.2,10.7,5.2 - 10.7,6.8-9.1,
5342,"Received Counseling or Therapy, Last 4 Weeks",By State,South Carolina,South Carolina,3.3,42,"Jan 26 - Feb 7, 2022",2022-02-07,2022-02-07,6.8,4.9,9.3,4.9 - 9.3,6.8-9.1,
5343,"Received Counseling or Therapy, Last 4 Weeks",By State,South Carolina,South Carolina,3.4,43,"Mar 2 - Mar 14, 2022",2022-03-14,2022-03-14,9.6,7.1,12.6,7.1 - 12.6,9.6-11.0,
5344,"Received Counseling or Therapy, Last 4 Weeks",By State,South Carolina,South Carolina,3.4,44,"Mar 30 - Apr 11, 2022",2022-04-11,2022-04-11,8.5,5.2,13.1,5.2 - 13.1,7.0-9.9,
5345,"Received Counseling or Therapy, Last 4 Weeks",By State,South Carolina,South Carolina,3.4,45,"Apr 27 - May 9, 2022",2022-05-09,2022-05-09,9.5,6.9,12.6,6.9 - 12.6,6.4-9.5,
5346,"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By State,South Carolina,South Carolina,2,13,"Aug 19 - Aug 31, 2020",2020-08-31,2020-08-31,21.9,18.9,25.1,18.9 - 25.1,21.8-23.5,
5347,"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By State,South Carolina,South Carolina,2,14,"Sep 2 - Sep 14, 2020",2020-09-14,2020-09-14,25.2,21.3,29.4,21.3 - 29.4,24.3-25.6,
5348,"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By State,South Carolina,South Carolina,2,15,"Sep 16 - Sep 28, 2020",2020-09-28,2020-09-28,23.4,20.1,26.9,20.1 - 26.9,22.2-23.7,
5349,"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By State,South Carolina,South Carolina,2,16,"Sep 30 - Oct 12, 2020",2020-10-12,2020-10-12,24.8,20.3,29.9,20.3 - 29.9,23.2-25.3,
5350,"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By State,South Carolina,South Carolina,2,17,"Oct 14 - Oct 26, 2020",2020-10-26,2020-10-26,21.2,18.1,24.5,18.1 - 24.5,13.3-22.3,
5351,"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By State,South Carolina,South Carolina,3 (Oct 28 � Dec 21),18,"Oct 28 - Nov 9, 2020",2020-11-09,2020-11-09,24.4,18.9,30.7,18.9 - 30.7,23.4-25.2,
5352,"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By State,South Carolina,South Carolina,3 (Oct 28 � Dec 21),19,"Nov 11 - Nov 23, 2020",2020-11-23,2020-11-23,31.5,26.1,37.4,26.1 - 37.4,28.5-33.6,
5353,"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By State,South Carolina,South Carolina,3 (Oct 28 � Dec 21),20,"Nov 25 - Dec 7, 2020",2020-12-07,2020-12-07,22.2,18.1,26.8,18.1 - 26.8,15.3-23.7,
5354,"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By State,South Carolina,South Carolina,3 (Oct 28 � Dec 21),21,"Dec 9 - Dec 21, 2020",2020-12-21,2020-12-21,25.7,20.9,31.0,20.9 - 31.0,24.1-26.7,
5355,"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By State,South Carolina,South Carolina,3 (Jan 6 � Mar 29),22,"Jan 6 - Jan 18, 2021",2021-01-18,2021-01-18,30.5,25.8,35.5,25.8 - 35.5,27.5-32.1,
5356,"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By State,South Carolina,South Carolina,3 (Jan 6 � Mar 29),23,"Jan 20 - Feb 1, 2021",2021-02-01,2021-02-01,24.1,19.9,28.7,19.9 - 28.7,24.1-26.1,
5357,"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By State,South Carolina,South Carolina,3 (Jan 6 � Mar 29),24,"Feb 3 - Feb 15, 2021",2021-02-15,2021-02-15,25.3,20.7,30.3,20.7 - 30.3,23.3-25.7,
5358,"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By State,South Carolina,South Carolina,3 (Jan 6 � Mar 29),25,"Feb 17 - Mar 1, 2021",2021-03-01,2021-03-01,24.4,20.5,28.6,20.5 - 28.6,24.2-25.9,
5359,"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By State,South Carolina,South Carolina,3 (Jan 6 � Mar 29),26,"Mar 3 - Mar 15, 2021",2021-03-15,2021-03-15,26.0,21.9,30.5,21.9 - 30.5,26.0-28.5,
5360,"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By State,South Carolina,South Carolina,3 (Jan 6 � Mar 29),27,"Mar 17 - Mar 29, 2021",2021-03-29,2021-03-29,23.8,20.6,27.3,20.6 - 27.3,23.1-25.3,
5361,"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By State,South Carolina,South Carolina,3.1,28,"Apr 14 - Apr 26, 2021",2021-04-26,2021-04-26,23.8,18.3,30.0,18.3 - 30.0,22.8-24.5,
5362,"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By State,South Carolina,South Carolina,3.1,29,"Apr 28 - May 10, 2021",2021-05-10,2021-05-10,22.0,17.6,26.9,17.6 - 26.9,18.6-24.6,
5363,"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By State,South Carolina,South Carolina,3.1,30,"May 12 - May 24, 2021",2021-05-24,2021-05-24,20.2,16.7,24.0,16.7 - 24.0,16.1-22.5,
5364,"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By State,South Carolina,South Carolina,3.1,31,"May 26 - Jun 7, 2021",2021-06-07,2021-06-07,29.4,24.9,34.3,24.9 - 34.3,28.2-32.9,
5365,"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By State,South Carolina,South Carolina,3.1,32,"Jun 9 - Jun 21, 2021",2021-06-21,2021-06-21,27.9,23.1,33.1,23.1 - 33.1,25.8-27.9,
5366,"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By State,South Carolina,South Carolina,3.1,33,"Jun 23 - Jul 5, 2021",2021-07-05,2021-07-05,29.3,23.1,36.1,23.1 - 36.1,29.0-32.1,
5367,"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By State,South Carolina,South Carolina,3.2,34,"Jul 21 - Aug 2, 2021",2021-08-02,2021-08-02,25.4,21.2,30.0,21.2 - 30.0,24.8-27.3,
5368,"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By State,South Carolina,South Carolina,3.2,35,"Aug 4 - Aug 16, 2021",2021-08-16,2021-08-16,27.4,23.5,31.7,23.5 - 31.7,24.9-27.6,
5369,"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By State,South Carolina,South Carolina,3.2,36,"Aug 18 - Aug 30, 2021",2021-08-30,2021-08-30,29.9,25.3,34.9,25.3 - 34.9,29.6-33.6,
5370,"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By State,South Carolina,South Carolina,3.2,37,"Sep 1 - Sep 13, 2021",2021-09-13,2021-09-13,29.4,25.7,33.2,25.7 - 33.2,27.4-29.4,
5371,"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By State,South Carolina,South Carolina,3.2,38,"Sep 15 - Sep 27, 2021",2021-09-27,2021-09-27,28.4,23.3,34.0,23.3 - 34.0,27.8-30.0,
5372,"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By State,South Carolina,South Carolina,3.2,39,"Sep 29 - Oct 11, 2021",2021-10-11,2021-10-11,26.9,23.0,31.1,23.0 - 31.1,25.3-27.7,
5373,"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By State,South Carolina,South Carolina,3.3,40,"Dec 1 - Dec 13, 2021",2021-12-13,2021-12-13,26.1,21.7,30.9,21.7 - 30.9,24.0-27.1,
5374,"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By State,South Carolina,South Carolina,3.3,41,"Dec 29, 2021 - Jan 10, 2022",2022-01-10,2022-01-10,26.5,22.2,31.3,22.2 - 31.3,23.9-27.2,
5375,"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By State,South Carolina,South Carolina,3.3,42,"Jan 26 - Feb 7, 2022",2022-02-07,2022-02-07,25.8,22.1,29.7,22.1 - 29.7,24.3-27.4,
5376,"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By State,South Carolina,South Carolina,3.4,43,"Mar 2 - Mar 14, 2022",2022-03-14,2022-03-14,27.2,22.9,31.8,22.9 - 31.8,27.2-29.6,
5377,"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By State,South Carolina,South Carolina,3.4,44,"Mar 30 - Apr 11, 2022",2022-04-11,2022-04-11,27.5,22.6,32.9,22.6 - 32.9,25.0-28.5,
5378,"Took Prescription Medication for Mental Health And/Or Received Counseling or Therapy, Last 4 Weeks",By State,South Carolina,South Carolina,3.4,45,"Apr 27 - May 9, 2022",2022-05-09,2022-05-09,27.8,23.3,32.7,23.3 - 32.7,26.2-27.9,
5379,"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,South Carolina,South Carolina,2,13,"Aug 19 - Aug 31, 2020",2020-08-31,2020-08-31,20.5,17.8,23.4,17.8 - 23.4,18.5-20.5,
5380,"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,South Carolina,South Carolina,2,14,"Sep 2 - Sep 14, 2020",2020-09-14,2020-09-14,22.7,19.3,26.4,19.3 - 26.4,21.3-22.8,
5381,"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,South Carolina,South Carolina,2,15,"Sep 16 - Sep 28, 2020",2020-09-28,2020-09-28,21.3,18.3,24.6,18.3 - 24.6,19.2-21.3,
5382,"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,South Carolina,South Carolina,2,16,"Sep 30 - Oct 12, 2020",2020-10-12,2020-10-12,22.4,18.0,27.3,18.0 - 27.3,20.4-22.4,
5383,"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,South Carolina,South Carolina,2,17,"Oct 14 - Oct 26, 2020",2020-10-26,2020-10-26,19.2,16.3,22.4,16.3 - 22.4,19.2-21.1,
5384,"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,South Carolina,South Carolina,3 (Oct 28 � Dec 21),18,"Oct 28 - Nov 9, 2020",2020-11-09,2020-11-09,23.3,17.9,29.4,17.9 - 29.4,21.8-23.8,
5385,"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,South Carolina,South Carolina,3 (Oct 28 � Dec 21),19,"Nov 11 - Nov 23, 2020",2020-11-23,2020-11-23,29.3,23.6,35.5,23.6 - 35.5,25.1-31.4,
5386,"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,South Carolina,South Carolina,3 (Oct 28 � Dec 21),20,"Nov 25 - Dec 7, 2020",2020-12-07,2020-12-07,21.4,17.3,26.0,17.3 - 26.0,20.3-23.3,
5387,"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,South Carolina,South Carolina,3 (Oct 28 � Dec 21),21,"Dec 9 - Dec 21, 2020",2020-12-21,2020-12-21,23.1,18.9,27.7,18.9 - 27.7,20.2-23.1,
5388,"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,South Carolina,South Carolina,3 (Jan 6 � Mar 29),22,"Jan 6 - Jan 18, 2021",2021-01-18,2021-01-18,28.5,23.8,33.6,23.8 - 33.6,24.6-28.5,
5389,"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,South Carolina,South Carolina,3 (Jan 6 � Mar 29),23,"Jan 20 - Feb 1, 2021",2021-02-01,2021-02-01,22.4,18.5,26.8,18.5 - 26.8,20.5-23.0,
5390,"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,South Carolina,South Carolina,3 (Jan 6 � Mar 29),24,"Feb 3 - Feb 15, 2021",2021-02-15,2021-02-15,22.8,18.3,27.7,18.3 - 27.7,19.5-22.8,
5391,"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,South Carolina,South Carolina,3 (Jan 6 � Mar 29),25,"Feb 17 - Mar 1, 2021",2021-03-01,2021-03-01,21.6,18.1,25.5,18.1 - 25.5,19.8-22.6,
5392,"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,South Carolina,South Carolina,3 (Jan 6 � Mar 29),26,"Mar 3 - Mar 15, 2021",2021-03-15,2021-03-15,22.9,19.2,27.0,19.2 - 27.0,22.8-23.8,
5393,"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,South Carolina,South Carolina,3 (Jan 6 � Mar 29),27,"Mar 17 - Mar 29, 2021",2021-03-29,2021-03-29,22.7,19.5,26.3,19.5 - 26.3,22.3-24.1,
5394,"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,South Carolina,South Carolina,3.1,28,"Apr 14 - Apr 26, 2021",2021-04-26,2021-04-26,21.0,15.9,27.0,15.9 - 27.0,20.0-21.0,
5395,"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,South Carolina,South Carolina,3.1,29,"Apr 28 - May 10, 2021",2021-05-10,2021-05-10,19.2,15.0,24.1,15.0 - 24.1,15.4-20.1,
5396,"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,South Carolina,South Carolina,3.1,30,"May 12 - May 24, 2021",2021-05-24,2021-05-24,19.0,15.8,22.5,15.8 - 22.5,13.3-19.0,
5397,"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,South Carolina,South Carolina,3.1,31,"May 26 - Jun 7, 2021",2021-06-07,2021-06-07,25.3,21.1,29.9,21.1 - 29.9,25.2-29.5,
5398,"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,South Carolina,South Carolina,3.1,32,"Jun 9 - Jun 21, 2021",2021-06-21,2021-06-21,25.0,20.2,30.3,20.2 - 30.3,25.0-29.2,
5399,"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,South Carolina,South Carolina,3.1,33,"Jun 23 - Jul 5, 2021",2021-07-05,2021-07-05,25.3,19.9,31.4,19.9 - 31.4,25.1-28.4,
5400,"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,South Carolina,South Carolina,3.2,34,"Jul 21 - Aug 2, 2021",2021-08-02,2021-08-02,22.9,18.9,27.3,18.9 - 27.3,21.2-23.8,
5401,"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,South Carolina,South Carolina,3.2,35,"Aug 4 - Aug 16, 2021",2021-08-16,2021-08-16,23.2,19.4,27.4,19.4 - 27.4,21.5-23.8,
5402,"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,South Carolina,South Carolina,3.2,36,"Aug 18 - Aug 30, 2021",2021-08-30,2021-08-30,27.5,23.0,32.4,23.0 - 32.4,26.6-31.4,
5403,"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,South Carolina,South Carolina,3.2,37,"Sep 1 - Sep 13, 2021",2021-09-13,2021-09-13,26.8,23.4,30.5,23.4 - 30.5,26.2-29.3,
5404,"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,South Carolina,South Carolina,3.2,38,"Sep 15 - Sep 27, 2021",2021-09-27,2021-09-27,26.4,21.5,31.8,21.5 - 31.8,26.2-30.8,
5405,"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,South Carolina,South Carolina,3.2,39,"Sep 29 - Oct 11, 2021",2021-10-11,2021-10-11,24.1,20.0,28.5,20.0 - 28.5,20.8-24.1,
5406,"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,South Carolina,South Carolina,3.3,40,"Dec 1 - Dec 13, 2021",2021-12-13,2021-12-13,24.6,20.4,29.2,20.4 - 29.2,23.6-27.0,
5407,"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,South Carolina,South Carolina,3.3,41,"Dec 29, 2021 - Jan 10, 2022",2022-01-10,2022-01-10,24.9,20.6,29.6,20.6 - 29.6,24.3-26.6,
5408,"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,South Carolina,South Carolina,3.3,42,"Jan 26 - Feb 7, 2022",2022-02-07,2022-02-07,24.2,20.8,27.7,20.8 - 27.7,24.2-26.3,
5409,"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,South Carolina,South Carolina,3.4,43,"Mar 2 - Mar 14, 2022",2022-03-14,2022-03-14,25.5,21.5,30.0,21.5 - 30.0,23.5-25.5,
5410,"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,South Carolina,South Carolina,3.4,44,"Mar 30 - Apr 11, 2022",2022-04-11,2022-04-11,24.5,20.2,29.2,20.2 - 29.2,24.4-27.2,
5411,"Took Prescription Medication for Mental Health, Last 4 Weeks",By State,South Carolina,South Carolina,3.4,45,"Apr 27 - May 9, 2022",2022-05-09,2022-05-09,24.9,20.8,29.4,20.8 - 29.4,21.9-25.2,
5412,"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By State,South Dakota,South Dakota,2,13,"Aug 19 - Aug 31, 2020",2020-08-31,2020-08-31,6.3,4.2,9.0,4.2 - 9.0,5.7-7.7,
5413,"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By State,South Dakota,South Dakota,2,14,"Sep 2 - Sep 14, 2020",2020-09-14,2020-09-14,6.5,4.6,8.7,4.6 - 8.7,6.5-8.6,
5414,"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By State,South Dakota,South Dakota,2,15,"Sep 16 - Sep 28, 2020",2020-09-28,2020-09-28,6.0,4.5,8.0,4.5 - 8.0,6.0-8.6,
5415,"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By State,South Dakota,South Dakota,2,16,"Sep 30 - Oct 12, 2020",2020-10-12,2020-10-12,6.2,4.4,8.4,4.4 - 8.4,6.2-8.4,
5416,"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By State,South Dakota,South Dakota,2,17,"Oct 14 - Oct 26, 2020",2020-10-26,2020-10-26,4.9,3.2,7.1,3.2 - 7.1,4.9-9.3,
5417,"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By State,South Dakota,South Dakota,3 (Oct 28 � Dec 21),18,"Oct 28 - Nov 9, 2020",2020-11-09,2020-11-09,9.0,6.2,12.5,6.2 - 12.5,6.7-9.2,
5418,"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By State,South Dakota,South Dakota,3 (Oct 28 � Dec 21),19,"Nov 11 - Nov 23, 2020",2020-11-23,2020-11-23,12.9,8.7,18.2,8.7 - 18.2,12.2-15.5,
5419,"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By State,South Dakota,South Dakota,3 (Oct 28 � Dec 21),20,"Nov 25 - Dec 7, 2020",2020-12-07,2020-12-07,7.5,5.2,10.3,5.2 - 10.3,4.1-10.0,
5420,"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By State,South Dakota,South Dakota,3 (Oct 28 � Dec 21),21,"Dec 9 - Dec 21, 2020",2020-12-21,2020-12-21,8.3,5.5,11.9,5.5 - 11.9,6.1-10.3,
5421,"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By State,South Dakota,South Dakota,3 (Jan 6 � Mar 29),22,"Jan 6 - Jan 18, 2021",2021-01-18,2021-01-18,7.3,5.1,10.1,5.1 - 10.1,7.3-10.1,
5422,"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By State,South Dakota,South Dakota,3 (Jan 6 � Mar 29),23,"Jan 20 - Feb 1, 2021",2021-02-01,2021-02-01,5.9,4.0,8.5,4.0 - 8.5,5.9-9.7,
5423,"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By State,South Dakota,South Dakota,3 (Jan 6 � Mar 29),24,"Feb 3 - Feb 15, 2021",2021-02-15,2021-02-15,13.2,8.7,19.0,8.7 - 19.0,12.7-16.7,
5424,"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By State,South Dakota,South Dakota,3 (Jan 6 � Mar 29),25,"Feb 17 - Mar 1, 2021",2021-03-01,2021-03-01,5.9,4.0,8.3,4.0 - 8.3,5.8-10.2,
5425,"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By State,South Dakota,South Dakota,3 (Jan 6 � Mar 29),26,"Mar 3 - Mar 15, 2021",2021-03-15,2021-03-15,6.2,3.6,9.9,3.6 - 9.9,6.2-10.2,
5426,"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By State,South Dakota,South Dakota,3 (Jan 6 � Mar 29),27,"Mar 17 - Mar 29, 2021",2021-03-29,2021-03-29,6.2,3.8,9.3,3.8 - 9.3,6.2-9.4,
5427,"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By State,South Dakota,South Dakota,3.1,28,"Apr 14 - Apr 26, 2021",2021-04-26,2021-04-26,12.8,8.1,18.7,8.1 - 18.7,11.0-14.7,
5428,"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By State,South Dakota,South Dakota,3.1,29,"Apr 28 - May 10, 2021",2021-05-10,2021-05-10,6.3,4.1,9.1,4.1 - 9.1,4.6-7.9,
5429,"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By State,South Dakota,South Dakota,3.1,30,"May 12 - May 24, 2021",2021-05-24,2021-05-24,5.4,3.3,8.1,3.3 - 8.1,3.3-8.5,
5430,"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By State,South Dakota,South Dakota,3.1,31,"May 26 - Jun 7, 2021",2021-06-07,2021-06-07,8.0,5.3,11.6,5.3 - 11.6,4.4-8.0,
5431,"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By State,South Dakota,South Dakota,3.1,32,"Jun 9 - Jun 21, 2021",2021-06-21,2021-06-21,9.2,5.9,13.6,5.9 - 13.6,8.8-10.0,
5432,"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By State,South Dakota,South Dakota,3.1,33,"Jun 23 - Jul 5, 2021",2021-07-05,2021-07-05,10.7,6.3,16.6,6.3 - 16.6,10.0-11.4,
5433,"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By State,South Dakota,South Dakota,3.2,34,"Jul 21 - Aug 2, 2021",2021-08-02,2021-08-02,8.1,5.4,11.7,5.4 - 11.7,5.7-9.7,
5434,"Needed Counseling or Therapy But Did Not Get It, Last 4 Weeks",By State,South Dakota,South Dakota,3.2,35,"Aug 4 - Aug 16, 2021",2021-08-16,2021-08-16,8.2,5.4,11.9,5.4 - 11.9,6.6-9.0,
